date,datekey,day,month,month_name,year,weekday,weekofyear,is_weekend,data_extract_ts,day_of_week_category,Is_public_holiday,Quarter,Year_Month
2024-04-09,20240409,9,4,April,2024,Tuesday,15,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-10,20240410,10,4,April,2024,Wednesday,15,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-11,20240411,11,4,April,2024,Thursday,15,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-12,20240412,12,4,April,2024,Friday,15,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-13,20240413,13,4,April,2024,Saturday,15,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Apr
2024-04-14,20240414,14,4,April,2024,Sunday,15,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Apr
2024-04-15,20240415,15,4,April,2024,Monday,16,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-16,20240416,16,4,April,2024,Tuesday,16,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-17,20240417,17,4,April,2024,Wednesday,16,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-18,20240418,18,4,April,2024,Thursday,16,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-19,20240419,19,4,April,2024,Friday,16,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-20,20240420,20,4,April,2024,Saturday,16,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Apr
2024-04-21,20240421,21,4,April,2024,Sunday,16,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Apr
2024-04-22,20240422,22,4,April,2024,Monday,17,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-23,20240423,23,4,April,2024,Tuesday,17,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-24,20240424,24,4,April,2024,Wednesday,17,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-25,20240425,25,4,April,2024,Thursday,17,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-26,20240426,26,4,April,2024,Friday,17,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-27,20240427,27,4,April,2024,Saturday,17,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Apr
2024-04-28,20240428,28,4,April,2024,Sunday,17,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Apr
2024-04-29,20240429,29,4,April,2024,Monday,18,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-04-30,20240430,30,4,April,2024,Tuesday,18,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Apr
2024-05-01,20240501,1,5,May,2024,Wednesday,18,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-02,20240502,2,5,May,2024,Thursday,18,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-03,20240503,3,5,May,2024,Friday,18,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-04,20240504,4,5,May,2024,Saturday,18,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-May
2024-05-05,20240505,5,5,May,2024,Sunday,18,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-May
2024-05-06,20240506,6,5,May,2024,Monday,19,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-07,20240507,7,5,May,2024,Tuesday,19,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-08,20240508,8,5,May,2024,Wednesday,19,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-09,20240509,9,5,May,2024,Thursday,19,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-10,20240510,10,5,May,2024,Friday,19,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-11,20240511,11,5,May,2024,Saturday,19,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-May
2024-05-12,20240512,12,5,May,2024,Sunday,19,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-May
2024-05-13,20240513,13,5,May,2024,Monday,20,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-14,20240514,14,5,May,2024,Tuesday,20,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-15,20240515,15,5,May,2024,Wednesday,20,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-16,20240516,16,5,May,2024,Thursday,20,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-17,20240517,17,5,May,2024,Friday,20,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-18,20240518,18,5,May,2024,Saturday,20,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-May
2024-05-19,20240519,19,5,May,2024,Sunday,20,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-May
2024-05-20,20240520,20,5,May,2024,Monday,21,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-21,20240521,21,5,May,2024,Tuesday,21,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-22,20240522,22,5,May,2024,Wednesday,21,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-23,20240523,23,5,May,2024,Thursday,21,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-24,20240524,24,5,May,2024,Friday,21,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-25,20240525,25,5,May,2024,Saturday,21,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-May
2024-05-26,20240526,26,5,May,2024,Sunday,21,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-May
2024-05-27,20240527,27,5,May,2024,Monday,22,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-28,20240528,28,5,May,2024,Tuesday,22,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-29,20240529,29,5,May,2024,Wednesday,22,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-30,20240530,30,5,May,2024,Thursday,22,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-05-31,20240531,31,5,May,2024,Friday,22,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-May
2024-06-01,20240601,1,6,June,2024,Saturday,22,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Jun
2024-06-02,20240602,2,6,June,2024,Sunday,22,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Jun
2024-06-03,20240603,3,6,June,2024,Monday,23,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-04,20240604,4,6,June,2024,Tuesday,23,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-05,20240605,5,6,June,2024,Wednesday,23,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-06,20240606,6,6,June,2024,Thursday,23,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-07,20240607,7,6,June,2024,Friday,23,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-08,20240608,8,6,June,2024,Saturday,23,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Jun
2024-06-09,20240609,9,6,June,2024,Sunday,23,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Jun
2024-06-10,20240610,10,6,June,2024,Monday,24,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-11,20240611,11,6,June,2024,Tuesday,24,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-12,20240612,12,6,June,2024,Wednesday,24,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-13,20240613,13,6,June,2024,Thursday,24,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-14,20240614,14,6,June,2024,Friday,24,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-15,20240615,15,6,June,2024,Saturday,24,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Jun
2024-06-16,20240616,16,6,June,2024,Sunday,24,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Jun
2024-06-17,20240617,17,6,June,2024,Monday,25,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-18,20240618,18,6,June,2024,Tuesday,25,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-19,20240619,19,6,June,2024,Wednesday,25,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-20,20240620,20,6,June,2024,Thursday,25,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-21,20240621,21,6,June,2024,Friday,25,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-22,20240622,22,6,June,2024,Saturday,25,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Jun
2024-06-23,20240623,23,6,June,2024,Sunday,25,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Jun
2024-06-24,20240624,24,6,June,2024,Monday,26,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-25,20240625,25,6,June,2024,Tuesday,26,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-26,20240626,26,6,June,2024,Wednesday,26,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-27,20240627,27,6,June,2024,Thursday,26,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-28,20240628,28,6,June,2024,Friday,26,0,2025-11-18 11:50:37,Weekday,0,Q2,2024-Jun
2024-06-29,20240629,29,6,June,2024,Saturday,26,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Jun
2024-06-30,20240630,30,6,June,2024,Sunday,26,1,2025-11-18 11:50:37,Weekend,0,Q2,2024-Jun
2024-07-01,20240701,1,7,July,2024,Monday,27,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-02,20240702,2,7,July,2024,Tuesday,27,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-03,20240703,3,7,July,2024,Wednesday,27,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-04,20240704,4,7,July,2024,Thursday,27,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-05,20240705,5,7,July,2024,Friday,27,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-06,20240706,6,7,July,2024,Saturday,27,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Jul
2024-07-07,20240707,7,7,July,2024,Sunday,27,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Jul
2024-07-08,20240708,8,7,July,2024,Monday,28,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-09,20240709,9,7,July,2024,Tuesday,28,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-10,20240710,10,7,July,2024,Wednesday,28,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-11,20240711,11,7,July,2024,Thursday,28,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-12,20240712,12,7,July,2024,Friday,28,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-13,20240713,13,7,July,2024,Saturday,28,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Jul
2024-07-14,20240714,14,7,July,2024,Sunday,28,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Jul
2024-07-15,20240715,15,7,July,2024,Monday,29,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-16,20240716,16,7,July,2024,Tuesday,29,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-17,20240717,17,7,July,2024,Wednesday,29,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-18,20240718,18,7,July,2024,Thursday,29,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-19,20240719,19,7,July,2024,Friday,29,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-20,20240720,20,7,July,2024,Saturday,29,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Jul
2024-07-21,20240721,21,7,July,2024,Sunday,29,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Jul
2024-07-22,20240722,22,7,July,2024,Monday,30,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-23,20240723,23,7,July,2024,Tuesday,30,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-24,20240724,24,7,July,2024,Wednesday,30,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-25,20240725,25,7,July,2024,Thursday,30,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-26,20240726,26,7,July,2024,Friday,30,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-27,20240727,27,7,July,2024,Saturday,30,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Jul
2024-07-28,20240728,28,7,July,2024,Sunday,30,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Jul
2024-07-29,20240729,29,7,July,2024,Monday,31,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-30,20240730,30,7,July,2024,Tuesday,31,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-07-31,20240731,31,7,July,2024,Wednesday,31,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Jul
2024-08-01,20240801,1,8,August,2024,Thursday,31,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-02,20240802,2,8,August,2024,Friday,31,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-03,20240803,3,8,August,2024,Saturday,31,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Aug
2024-08-04,20240804,4,8,August,2024,Sunday,31,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Aug
2024-08-05,20240805,5,8,August,2024,Monday,32,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-06,20240806,6,8,August,2024,Tuesday,32,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-07,20240807,7,8,August,2024,Wednesday,32,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-08,20240808,8,8,August,2024,Thursday,32,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-09,20240809,9,8,August,2024,Friday,32,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-10,20240810,10,8,August,2024,Saturday,32,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Aug
2024-08-11,20240811,11,8,August,2024,Sunday,32,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Aug
2024-08-12,20240812,12,8,August,2024,Monday,33,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-13,20240813,13,8,August,2024,Tuesday,33,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-14,20240814,14,8,August,2024,Wednesday,33,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-15,20240815,15,8,August,2024,Thursday,33,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-16,20240816,16,8,August,2024,Friday,33,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-17,20240817,17,8,August,2024,Saturday,33,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Aug
2024-08-18,20240818,18,8,August,2024,Sunday,33,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Aug
2024-08-19,20240819,19,8,August,2024,Monday,34,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-20,20240820,20,8,August,2024,Tuesday,34,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-21,20240821,21,8,August,2024,Wednesday,34,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-22,20240822,22,8,August,2024,Thursday,34,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-23,20240823,23,8,August,2024,Friday,34,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-24,20240824,24,8,August,2024,Saturday,34,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Aug
2024-08-25,20240825,25,8,August,2024,Sunday,34,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Aug
2024-08-26,20240826,26,8,August,2024,Monday,35,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-27,20240827,27,8,August,2024,Tuesday,35,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-28,20240828,28,8,August,2024,Wednesday,35,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-29,20240829,29,8,August,2024,Thursday,35,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-30,20240830,30,8,August,2024,Friday,35,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Aug
2024-08-31,20240831,31,8,August,2024,Saturday,35,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Aug
2024-09-01,20240901,1,9,September,2024,Sunday,35,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Sep
2024-09-02,20240902,2,9,September,2024,Monday,36,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-03,20240903,3,9,September,2024,Tuesday,36,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-04,20240904,4,9,September,2024,Wednesday,36,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-05,20240905,5,9,September,2024,Thursday,36,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-06,20240906,6,9,September,2024,Friday,36,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-07,20240907,7,9,September,2024,Saturday,36,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Sep
2024-09-08,20240908,8,9,September,2024,Sunday,36,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Sep
2024-09-09,20240909,9,9,September,2024,Monday,37,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-10,20240910,10,9,September,2024,Tuesday,37,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-11,20240911,11,9,September,2024,Wednesday,37,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-12,20240912,12,9,September,2024,Thursday,37,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-13,20240913,13,9,September,2024,Friday,37,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-14,20240914,14,9,September,2024,Saturday,37,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Sep
2024-09-15,20240915,15,9,September,2024,Sunday,37,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Sep
2024-09-16,20240916,16,9,September,2024,Monday,38,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-17,20240917,17,9,September,2024,Tuesday,38,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-18,20240918,18,9,September,2024,Wednesday,38,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-19,20240919,19,9,September,2024,Thursday,38,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-20,20240920,20,9,September,2024,Friday,38,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-21,20240921,21,9,September,2024,Saturday,38,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Sep
2024-09-22,20240922,22,9,September,2024,Sunday,38,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Sep
2024-09-23,20240923,23,9,September,2024,Monday,39,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-24,20240924,24,9,September,2024,Tuesday,39,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-25,20240925,25,9,September,2024,Wednesday,39,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-26,20240926,26,9,September,2024,Thursday,39,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-27,20240927,27,9,September,2024,Friday,39,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-09-28,20240928,28,9,September,2024,Saturday,39,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Sep
2024-09-29,20240929,29,9,September,2024,Sunday,39,1,2025-11-18 11:50:37,Weekend,0,Q3,2024-Sep
2024-09-30,20240930,30,9,September,2024,Monday,40,0,2025-11-18 11:50:37,Weekday,0,Q3,2024-Sep
2024-10-01,20241001,1,10,October,2024,Tuesday,40,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-02,20241002,2,10,October,2024,Wednesday,40,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-03,20241003,3,10,October,2024,Thursday,40,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-04,20241004,4,10,October,2024,Friday,40,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-05,20241005,5,10,October,2024,Saturday,40,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Oct
2024-10-06,20241006,6,10,October,2024,Sunday,40,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Oct
2024-10-07,20241007,7,10,October,2024,Monday,41,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-08,20241008,8,10,October,2024,Tuesday,41,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-09,20241009,9,10,October,2024,Wednesday,41,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-10,20241010,10,10,October,2024,Thursday,41,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-11,20241011,11,10,October,2024,Friday,41,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-12,20241012,12,10,October,2024,Saturday,41,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Oct
2024-10-13,20241013,13,10,October,2024,Sunday,41,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Oct
2024-10-14,20241014,14,10,October,2024,Monday,42,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-15,20241015,15,10,October,2024,Tuesday,42,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-16,20241016,16,10,October,2024,Wednesday,42,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-17,20241017,17,10,October,2024,Thursday,42,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-18,20241018,18,10,October,2024,Friday,42,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-19,20241019,19,10,October,2024,Saturday,42,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Oct
2024-10-20,20241020,20,10,October,2024,Sunday,42,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Oct
2024-10-21,20241021,21,10,October,2024,Monday,43,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-22,20241022,22,10,October,2024,Tuesday,43,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-23,20241023,23,10,October,2024,Wednesday,43,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-24,20241024,24,10,October,2024,Thursday,43,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-25,20241025,25,10,October,2024,Friday,43,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-26,20241026,26,10,October,2024,Saturday,43,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Oct
2024-10-27,20241027,27,10,October,2024,Sunday,43,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Oct
2024-10-28,20241028,28,10,October,2024,Monday,44,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-29,20241029,29,10,October,2024,Tuesday,44,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-30,20241030,30,10,October,2024,Wednesday,44,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-10-31,20241031,31,10,October,2024,Thursday,44,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Oct
2024-11-01,20241101,1,11,November,2024,Friday,44,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-02,20241102,2,11,November,2024,Saturday,44,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Nov
2024-11-03,20241103,3,11,November,2024,Sunday,44,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Nov
2024-11-04,20241104,4,11,November,2024,Monday,45,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-05,20241105,5,11,November,2024,Tuesday,45,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-06,20241106,6,11,November,2024,Wednesday,45,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-07,20241107,7,11,November,2024,Thursday,45,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-08,20241108,8,11,November,2024,Friday,45,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-09,20241109,9,11,November,2024,Saturday,45,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Nov
2024-11-10,20241110,10,11,November,2024,Sunday,45,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Nov
2024-11-11,20241111,11,11,November,2024,Monday,46,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-12,20241112,12,11,November,2024,Tuesday,46,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-13,20241113,13,11,November,2024,Wednesday,46,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-14,20241114,14,11,November,2024,Thursday,46,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-15,20241115,15,11,November,2024,Friday,46,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-16,20241116,16,11,November,2024,Saturday,46,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Nov
2024-11-17,20241117,17,11,November,2024,Sunday,46,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Nov
2024-11-18,20241118,18,11,November,2024,Monday,47,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-19,20241119,19,11,November,2024,Tuesday,47,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-20,20241120,20,11,November,2024,Wednesday,47,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-21,20241121,21,11,November,2024,Thursday,47,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-22,20241122,22,11,November,2024,Friday,47,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-23,20241123,23,11,November,2024,Saturday,47,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Nov
2024-11-24,20241124,24,11,November,2024,Sunday,47,1,2025-11-18 11:50:37,Weekend,0,Q4,2024-Nov
2024-11-25,20241125,25,11,November,2024,Monday,48,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-26,20241126,26,11,November,2024,Tuesday,48,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
2024-11-27,20241127,27,11,November,2024,Wednesday,48,0,2025-11-18 11:50:37,Weekday,0,Q4,2024-Nov
