index,temp_key,humidity_key,windspeed_key,season_key,weather_key,hour_key,datekey,demand,data_extract_ts
9467,1,10,1,1,1,8,20240204,90,2025-11-18 11:50:37
9468,1,1,8,1,1,9,20240204,157,2025-11-18 11:50:37
9469,1,10,15,1,1,10,20240204,224,2025-11-18 11:50:37
9470,12,57,1,1,1,11,20240204,270,2025-11-18 11:50:37
9471,12,57,2,1,2,12,20240204,300,2025-11-18 11:50:37
9472,12,57,6,1,2,13,20240204,302,2025-11-18 11:50:37
9473,4,14,7,1,2,14,20240204,276,2025-11-18 11:50:37
9474,4,14,7,1,2,15,20240204,305,2025-11-18 11:50:37
9475,11,54,9,1,2,16,20240204,143,2025-11-18 11:50:37
9476,12,57,6,1,3,17,20240204,67,2025-11-18 11:50:37
9477,18,3,9,1,3,18,20240204,64,2025-11-18 11:50:37
9478,13,10,8,1,3,19,20240204,80,2025-11-18 11:50:37
9479,1,44,6,1,3,20,20240204,77,2025-11-18 11:50:37
9480,1,44,8,1,3,21,20240204,78,2025-11-18 11:50:37
9481,1,10,2,1,2,22,20240204,95,2025-11-18 11:50:37
9482,1,10,8,1,2,23,20240204,70,2025-11-18 11:50:37
9483,1,10,8,1,2,0,20240205,61,2025-11-18 11:50:37
9484,1,44,15,1,2,1,20240205,51,2025-11-18 11:50:37
9485,1,44,15,1,2,2,20240205,63,2025-11-18 11:50:37
9486,1,10,2,1,3,3,20240205,17,2025-11-18 11:50:37
9487,1,10,8,1,2,4,20240205,9,2025-11-18 11:50:37
9488,13,1,6,1,3,5,20240205,4,2025-11-18 11:50:37
9489,13,57,3,1,2,6,20240205,4,2025-11-18 11:50:37
9490,1,3,9,1,2,7,20240205,16,2025-11-18 11:50:37
9491,1,3,9,1,2,8,20240205,62,2025-11-18 11:50:37
9492,1,57,7,1,2,9,20240205,92,2025-11-18 11:50:37
9493,13,56,4,1,2,10,20240205,148,2025-11-18 11:50:37
9494,13,57,6,1,2,11,20240205,182,2025-11-18 11:50:37
9495,13,56,6,1,2,12,20240205,248,2025-11-18 11:50:37
9496,18,54,9,1,2,13,20240205,274,2025-11-18 11:50:37
9497,12,54,9,1,1,14,20240205,243,2025-11-18 11:50:37
9498,12,35,3,1,2,15,20240205,272,2025-11-18 11:50:37
9499,12,35,7,1,1,16,20240205,296,2025-11-18 11:50:37
9500,4,46,9,1,1,17,20240205,306,2025-11-18 11:50:37
9501,12,36,3,1,1,18,20240205,181,2025-11-18 11:50:37
9502,12,36,7,1,1,19,20240205,69,2025-11-18 11:50:37
9503,18,35,6,1,1,20,20240205,50,2025-11-18 11:50:37
9504,18,35,15,1,1,21,20240205,66,2025-11-18 11:50:37
9505,13,55,15,1,1,22,20240205,191,2025-11-18 11:50:37
9506,1,57,8,1,1,23,20240205,42,2025-11-18 11:50:37
9507,1,56,8,1,1,0,20240206,21,2025-11-18 11:50:37
9508,2,3,2,1,1,1,20240206,6,2025-11-18 11:50:37
9509,2,3,1,1,1,2,20240206,3,2025-11-18 11:50:37
9510,16,2,15,1,1,4,20240206,2,2025-11-18 11:50:37
9511,16,2,15,1,1,5,20240206,17,2025-11-18 11:50:37
9512,14,4,15,1,1,6,20240206,72,2025-11-18 11:50:37
9513,14,4,15,1,1,7,20240206,234,2025-11-18 11:50:37
9514,14,4,8,1,1,8,20240206,444,2025-11-18 11:50:37
9515,16,2,15,1,1,9,20240206,277,2025-11-18 11:50:37
9516,2,3,15,1,1,10,20240206,116,2025-11-18 11:50:37
9517,13,57,8,1,1,11,20240206,116,2025-11-18 11:50:37
9518,4,54,9,1,1,12,20240206,150,2025-11-18 11:50:37
9519,5,23,7,1,1,13,20240206,141,2025-11-18 11:50:37
9520,10,24,9,1,1,14,20240206,140,2025-11-18 11:50:37
9521,7,26,4,1,1,15,20240206,171,2025-11-18 11:50:37
9522,10,22,3,1,1,16,20240206,228,2025-11-18 11:50:37
9523,10,22,3,1,1,17,20240206,430,2025-11-18 11:50:37
9524,5,22,7,1,1,18,20240206,437,2025-11-18 11:50:37
9525,6,22,3,1,1,19,20240206,291,2025-11-18 11:50:37
9526,11,16,9,1,1,20,20240206,201,2025-11-18 11:50:37
9527,4,15,9,1,1,21,20240206,154,2025-11-18 11:50:37
9528,12,56,8,1,1,22,20240206,87,2025-11-18 11:50:37
9529,12,56,8,1,1,23,20240206,46,2025-11-18 11:50:37
9530,12,57,6,1,1,0,20240207,23,2025-11-18 11:50:37
9531,18,54,8,1,1,1,20240207,14,2025-11-18 11:50:37
9532,12,54,1,1,1,2,20240207,4,2025-11-18 11:50:37
9533,12,57,1,1,2,3,20240207,2,2025-11-18 11:50:37
9534,12,57,1,1,2,4,20240207,3,2025-11-18 11:50:37
9535,4,37,2,1,1,5,20240207,15,2025-11-18 11:50:37
9536,4,50,5,1,1,6,20240207,100,2025-11-18 11:50:37
9537,4,50,1,1,1,7,20240207,299,2025-11-18 11:50:37
9538,12,37,1,1,1,8,20240207,529,2025-11-18 11:50:37
9539,4,37,1,1,1,9,20240207,289,2025-11-18 11:50:37
9540,11,16,9,1,1,10,20240207,116,2025-11-18 11:50:37
9541,6,16,6,1,1,11,20240207,129,2025-11-18 11:50:37
9542,10,23,10,1,1,12,20240207,172,2025-11-18 11:50:37
9543,9,42,3,1,1,13,20240207,184,2025-11-18 11:50:37
9544,9,42,3,1,1,14,20240207,138,2025-11-18 11:50:37
9545,9,42,6,1,1,15,20240207,146,2025-11-18 11:50:37
9546,9,24,3,1,1,16,20240207,276,2025-11-18 11:50:37
9547,9,24,6,1,1,17,20240207,509,2025-11-18 11:50:37
9548,7,42,6,1,1,18,20240207,518,2025-11-18 11:50:37
9549,5,22,7,1,1,19,20240207,338,2025-11-18 11:50:37
9550,6,21,8,1,1,20,20240207,212,2025-11-18 11:50:37
9551,11,54,15,1,1,21,20240207,190,2025-11-18 11:50:37
9552,4,15,6,1,1,22,20240207,118,2025-11-18 11:50:37
9553,4,15,8,1,1,23,20240207,51,2025-11-18 11:50:37
9554,12,35,7,1,1,0,20240208,23,2025-11-18 11:50:37
9555,18,54,9,1,1,1,20240208,10,2025-11-18 11:50:37
9556,13,56,1,1,1,2,20240208,1,2025-11-18 11:50:37
9557,13,56,1,1,1,3,20240208,1,2025-11-18 11:50:37
9558,1,57,2,1,1,4,20240208,1,2025-11-18 11:50:37
9559,1,57,2,1,1,5,20240208,20,2025-11-18 11:50:37
9560,1,57,1,1,2,6,20240208,98,2025-11-18 11:50:37
9561,1,57,15,1,2,7,20240208,281,2025-11-18 11:50:37
9562,1,57,7,1,2,8,20240208,508,2025-11-18 11:50:37
9563,1,57,9,1,2,9,20240208,253,2025-11-18 11:50:37
9564,13,57,7,1,2,10,20240208,108,2025-11-18 11:50:37
9565,13,56,7,1,2,11,20240208,102,2025-11-18 11:50:37
9566,18,56,4,1,2,12,20240208,138,2025-11-18 11:50:37
9567,18,54,15,1,2,13,20240208,126,2025-11-18 11:50:37
9568,12,35,9,1,2,14,20240208,108,2025-11-18 11:50:37
9569,12,54,15,1,3,15,20240208,54,2025-11-18 11:50:37
9570,13,1,15,1,3,16,20240208,75,2025-11-18 11:50:37
9571,1,10,15,1,3,17,20240208,155,2025-11-18 11:50:37
9572,1,10,15,1,3,18,20240208,167,2025-11-18 11:50:37
9573,1,10,15,1,3,19,20240208,161,2025-11-18 11:50:37
9574,1,10,8,1,3,20,20240208,125,2025-11-18 11:50:37
9575,1,10,6,1,3,21,20240208,129,2025-11-18 11:50:37
9576,1,10,8,1,2,22,20240208,98,2025-11-18 11:50:37
9577,1,10,9,1,2,23,20240208,60,2025-11-18 11:50:37
9578,1,10,9,1,2,0,20240209,26,2025-11-18 11:50:37
9579,1,10,8,1,2,1,20240209,12,2025-11-18 11:50:37
9580,2,2,8,1,1,2,20240209,2,2025-11-18 11:50:37
9581,2,2,4,1,1,3,20240209,4,2025-11-18 11:50:37
9582,2,3,11,1,2,4,20240209,1,2025-11-18 11:50:37
9583,3,3,4,1,1,5,20240209,18,2025-11-18 11:50:37
9584,3,3,4,1,1,6,20240209,76,2025-11-18 11:50:37
9585,3,28,3,1,1,7,20240209,267,2025-11-18 11:50:37
9586,3,27,3,1,1,8,20240209,484,2025-11-18 11:50:37
9587,3,30,7,1,1,9,20240209,238,2025-11-18 11:50:37
9588,2,34,7,1,1,10,20240209,97,2025-11-18 11:50:37
9589,1,36,7,1,1,11,20240209,99,2025-11-18 11:50:37
9590,13,38,10,1,1,12,20240209,158,2025-11-18 11:50:37
9591,12,17,10,1,1,13,20240209,154,2025-11-18 11:50:37
9592,4,18,5,1,1,14,20240209,144,2025-11-18 11:50:37
9593,4,43,5,1,1,15,20240209,134,2025-11-18 11:50:37
9594,11,43,1,1,1,16,20240209,238,2025-11-18 11:50:37
9595,11,47,8,1,1,17,20240209,399,2025-11-18 11:50:37
9596,11,62,9,1,1,18,20240209,417,2025-11-18 11:50:37
9597,4,40,15,1,1,19,20240209,295,2025-11-18 11:50:37
9598,4,43,1,1,1,20,20240209,199,2025-11-18 11:50:37
9599,12,36,2,1,1,21,20240209,177,2025-11-18 11:50:37
9600,12,35,1,1,2,22,20240209,107,2025-11-18 11:50:37
9601,12,36,1,1,2,23,20240209,84,2025-11-18 11:50:37
9602,18,56,2,1,2,0,20240210,43,2025-11-18 11:50:37
9603,18,54,2,1,2,1,20240210,13,2025-11-18 11:50:37
9604,13,36,2,1,1,2,20240210,16,2025-11-18 11:50:37
9605,13,35,2,1,1,3,20240210,5,2025-11-18 11:50:37
9606,13,35,2,1,1,4,20240210,2,2025-11-18 11:50:37
9607,1,36,7,1,1,5,20240210,17,2025-11-18 11:50:37
9608,3,30,6,1,1,6,20240210,64,2025-11-18 11:50:37
9609,3,30,9,1,1,7,20240210,230,2025-11-18 11:50:37
9610,3,30,9,1,1,8,20240210,448,2025-11-18 11:50:37
9611,2,29,9,1,1,9,20240210,275,2025-11-18 11:50:37
9612,13,38,8,1,2,10,20240210,124,2025-11-18 11:50:37
9613,18,50,15,1,2,11,20240210,153,2025-11-18 11:50:37
9614,12,17,8,1,2,12,20240210,176,2025-11-18 11:50:37
9615,12,17,2,1,2,13,20240210,192,2025-11-18 11:50:37
9616,4,18,2,1,2,14,20240210,146,2025-11-18 11:50:37
9617,4,50,8,1,2,15,20240210,191,2025-11-18 11:50:37
9618,11,17,3,1,2,16,20240210,268,2025-11-18 11:50:37
9619,11,17,6,1,2,17,20240210,396,2025-11-18 11:50:37
9620,12,54,8,1,3,18,20240210,359,2025-11-18 11:50:37
9621,4,15,1,1,2,19,20240210,262,2025-11-18 11:50:37
9622,4,15,1,1,2,20,20240210,151,2025-11-18 11:50:37
9623,4,14,2,1,2,21,20240210,122,2025-11-18 11:50:37
9624,4,14,1,1,2,22,20240210,113,2025-11-18 11:50:37
9625,12,57,2,1,2,23,20240210,65,2025-11-18 11:50:37
9626,12,57,8,1,2,0,20240211,53,2025-11-18 11:50:37
9627,18,1,8,1,3,1,20240211,45,2025-11-18 11:50:37
9628,13,1,6,1,3,2,20240211,26,2025-11-18 11:50:37
9629,1,10,7,1,3,3,20240211,9,2025-11-18 11:50:37
9630,1,10,7,1,3,4,20240211,4,2025-11-18 11:50:37
9631,2,44,9,1,3,5,20240211,2,2025-11-18 11:50:37
9632,2,44,8,1,3,6,20240211,9,2025-11-18 11:50:37
9633,2,44,8,1,3,7,20240211,19,2025-11-18 11:50:37
9634,2,44,8,1,3,8,20240211,78,2025-11-18 11:50:37
9635,2,44,15,1,3,9,20240211,90,2025-11-18 11:50:37
9636,2,44,15,1,3,10,20240211,166,2025-11-18 11:50:37
9637,1,1,15,1,2,11,20240211,183,2025-11-18 11:50:37
9638,13,1,9,1,2,12,20240211,221,2025-11-18 11:50:37
9639,13,1,4,1,2,13,20240211,235,2025-11-18 11:50:37
9640,13,1,3,1,2,14,20240211,243,2025-11-18 11:50:37
9641,12,54,5,1,2,15,20240211,124,2025-11-18 11:50:37
9642,2,3,13,1,3,16,20240211,146,2025-11-18 11:50:37
9643,2,28,18,1,3,17,20240211,144,2025-11-18 11:50:37
9644,2,20,21,1,2,18,20240211,108,2025-11-18 11:50:37
9645,3,23,17,1,2,19,20240211,87,2025-11-18 11:50:37
9646,14,22,17,1,2,20,20240211,63,2025-11-18 11:50:37
9647,15,22,26,1,1,21,20240211,48,2025-11-18 11:50:37
9648,15,18,14,1,2,22,20240211,46,2025-11-18 11:50:37
9649,17,21,16,1,3,23,20240211,20,2025-11-18 11:50:37
9650,19,32,14,1,3,0,20240212,21,2025-11-18 11:50:37
9651,20,87,18,1,3,1,20240212,24,2025-11-18 11:50:37
9652,19,53,20,1,2,2,20240212,27,2025-11-18 11:50:37
9653,19,16,24,1,2,3,20240212,14,2025-11-18 11:50:37
9654,19,16,30,1,2,4,20240212,1,2025-11-18 11:50:37
9655,19,37,14,1,1,5,20240212,3,2025-11-18 11:50:37
9656,19,37,14,1,1,6,20240212,2,2025-11-18 11:50:37
9657,20,46,6,1,1,7,20240212,18,2025-11-18 11:50:37
9658,20,46,3,1,1,8,20240212,26,2025-11-18 11:50:37
9659,19,37,5,1,1,9,20240212,63,2025-11-18 11:50:37
9660,17,17,12,1,1,10,20240212,91,2025-11-18 11:50:37
9661,17,17,5,1,1,11,20240212,124,2025-11-18 11:50:37
9662,15,18,26,1,1,12,20240212,140,2025-11-18 11:50:37
9663,14,23,11,1,1,13,20240212,138,2025-11-18 11:50:37
9664,14,23,19,1,1,14,20240212,111,2025-11-18 11:50:37
9665,14,23,17,1,1,15,20240212,155,2025-11-18 11:50:37
9666,3,47,18,1,1,16,20240212,164,2025-11-18 11:50:37
9667,16,39,13,1,1,17,20240212,87,2025-11-18 11:50:37
9668,14,23,18,1,1,18,20240212,96,2025-11-18 11:50:37
9669,14,23,4,1,1,19,20240212,80,2025-11-18 11:50:37
9670,15,17,10,1,1,20,20240212,57,2025-11-18 11:50:37
9671,15,22,5,1,1,21,20240212,36,2025-11-18 11:50:37
9672,15,22,9,1,1,22,20240212,28,2025-11-18 11:50:37
9673,15,22,7,1,1,23,20240212,23,2025-11-18 11:50:37
9674,15,16,7,1,1,0,20240213,9,2025-11-18 11:50:37
9675,17,21,7,1,1,1,20240213,6,2025-11-18 11:50:37
9676,15,16,6,1,1,2,20240213,4,2025-11-18 11:50:37
9677,17,48,15,1,1,3,20240213,1,2025-11-18 11:50:37
9678,17,48,2,1,1,4,20240213,2,2025-11-18 11:50:37
9679,19,53,8,1,1,5,20240213,17,2025-11-18 11:50:37
9680,19,48,7,1,1,6,20240213,72,2025-11-18 11:50:37
9681,19,48,6,1,1,7,20240213,195,2025-11-18 11:50:37
9682,19,48,8,1,1,8,20240213,417,2025-11-18 11:50:37
9683,17,21,6,1,1,9,20240213,205,2025-11-18 11:50:37
9684,15,21,8,1,1,10,20240213,71,2025-11-18 11:50:37
9685,2,39,6,1,1,11,20240213,90,2025-11-18 11:50:37
9686,18,41,10,1,1,12,20240213,118,2025-11-18 11:50:37
9687,4,66,7,1,1,13,20240213,140,2025-11-18 11:50:37
9688,11,65,15,1,1,14,20240213,135,2025-11-18 11:50:37
9689,6,58,8,1,1,15,20240213,155,2025-11-18 11:50:37
9690,6,65,6,1,1,16,20240213,211,2025-11-18 11:50:37
9691,6,65,6,1,1,17,20240213,407,2025-11-18 11:50:37
9692,11,60,3,1,1,18,20240213,405,2025-11-18 11:50:37
9693,11,60,8,1,1,19,20240213,263,2025-11-18 11:50:37
9694,12,17,9,1,1,20,20240213,214,2025-11-18 11:50:37
9695,18,50,8,1,1,21,20240213,147,2025-11-18 11:50:37
9696,13,35,15,1,1,22,20240213,102,2025-11-18 11:50:37
9697,18,49,1,1,1,23,20240213,36,2025-11-18 11:50:37
9698,13,55,1,1,2,0,20240214,14,2025-11-18 11:50:37
9699,13,35,1,1,2,1,20240214,6,2025-11-18 11:50:37
9700,18,49,1,1,2,2,20240214,3,2025-11-18 11:50:37
9701,13,36,1,1,2,3,20240214,3,2025-11-18 11:50:37
9702,13,56,15,1,2,4,20240214,2,2025-11-18 11:50:37
9703,13,56,15,1,2,5,20240214,22,2025-11-18 11:50:37
9704,13,35,1,1,2,6,20240214,90,2025-11-18 11:50:37
9705,1,55,2,1,2,7,20240214,280,2025-11-18 11:50:37
9706,1,57,1,1,2,8,20240214,513,2025-11-18 11:50:37
9707,13,35,2,1,2,9,20240214,262,2025-11-18 11:50:37
9708,13,55,8,1,2,10,20240214,98,2025-11-18 11:50:37
9709,12,50,9,1,2,11,20240214,112,2025-11-18 11:50:37
9710,12,36,7,1,2,12,20240214,172,2025-11-18 11:50:37
9711,6,23,3,1,2,13,20240214,173,2025-11-18 11:50:37
9712,10,23,7,1,1,14,20240214,124,2025-11-18 11:50:37
9713,7,42,11,1,2,15,20240214,145,2025-11-18 11:50:37
9714,7,24,5,1,1,16,20240214,266,2025-11-18 11:50:37
9715,7,42,12,1,1,17,20240214,523,2025-11-18 11:50:37
9716,5,16,5,1,2,18,20240214,406,2025-11-18 11:50:37
9717,6,21,9,1,2,19,20240214,281,2025-11-18 11:50:37
9718,5,16,8,1,2,20,20240214,184,2025-11-18 11:50:37
9719,6,21,15,1,2,21,20240214,109,2025-11-18 11:50:37
9720,6,21,15,1,2,22,20240214,77,2025-11-18 11:50:37
9721,6,21,2,1,2,23,20240214,57,2025-11-18 11:50:37
9722,4,15,1,1,1,0,20240215,22,2025-11-18 11:50:37
9723,11,46,1,1,1,1,20240215,5,2025-11-18 11:50:37
9724,12,54,1,1,1,2,20240215,4,2025-11-18 11:50:37
9725,18,3,1,1,1,3,20240215,3,2025-11-18 11:50:37
9726,18,57,15,1,1,4,20240215,1,2025-11-18 11:50:37
9727,18,57,15,1,1,5,20240215,25,2025-11-18 11:50:37
9728,12,54,8,1,1,6,20240215,95,2025-11-18 11:50:37
9729,12,56,6,1,2,7,20240215,321,2025-11-18 11:50:37
9730,4,54,12,1,1,8,20240215,515,2025-11-18 11:50:37
9731,4,54,10,1,1,9,20240215,231,2025-11-18 11:50:37
9732,11,15,5,1,1,10,20240215,120,2025-11-18 11:50:37
9733,6,46,4,1,1,11,20240215,138,2025-11-18 11:50:37
9734,5,16,14,1,1,12,20240215,163,2025-11-18 11:50:37
9735,10,22,4,1,1,13,20240215,170,2025-11-18 11:50:37
9736,7,49,12,1,1,14,20240215,134,2025-11-18 11:50:37
9737,7,49,7,1,1,15,20240215,171,2025-11-18 11:50:37
9738,7,42,6,1,1,16,20240215,231,2025-11-18 11:50:37
9739,7,42,6,1,1,17,20240215,487,2025-11-18 11:50:37
9740,10,23,7,1,1,18,20240215,468,2025-11-18 11:50:37
9741,5,22,9,1,1,19,20240215,311,2025-11-18 11:50:37
9742,6,16,9,1,1,20,20240215,211,2025-11-18 11:50:37
9743,11,46,9,1,1,21,20240215,178,2025-11-18 11:50:37
9744,11,37,15,1,1,22,20240215,107,2025-11-18 11:50:37
9745,11,46,2,1,1,23,20240215,58,2025-11-18 11:50:37
9746,12,57,8,1,2,0,20240216,23,2025-11-18 11:50:37
9747,12,57,1,1,2,1,20240216,5,2025-11-18 11:50:37
9748,12,57,2,1,2,2,20240216,7,2025-11-18 11:50:37
9749,12,54,1,1,2,3,20240216,1,2025-11-18 11:50:37
9750,12,57,2,1,3,4,20240216,3,2025-11-18 11:50:37
9751,12,57,1,1,2,5,20240216,20,2025-11-18 11:50:37
9752,12,57,2,1,2,6,20240216,87,2025-11-18 11:50:37
9753,12,57,8,1,2,7,20240216,288,2025-11-18 11:50:37
9754,12,57,2,1,2,8,20240216,498,2025-11-18 11:50:37
9755,12,57,9,1,2,9,20240216,202,2025-11-18 11:50:37
9756,4,57,8,1,3,10,20240216,44,2025-11-18 11:50:37
9757,4,57,15,1,3,11,20240216,71,2025-11-18 11:50:37
9758,4,5,2,1,3,12,20240216,45,2025-11-18 11:50:37
9759,11,13,3,1,3,13,20240216,64,2025-11-18 11:50:37
9760,4,1,6,1,3,14,20240216,31,2025-11-18 11:50:37
9761,11,5,1,1,3,15,20240216,53,2025-11-18 11:50:37
9762,11,1,1,1,3,16,20240216,118,2025-11-18 11:50:37
9763,11,10,1,1,3,17,20240216,289,2025-11-18 11:50:37
9764,11,10,8,1,3,18,20240216,353,2025-11-18 11:50:37
9765,4,10,9,1,2,19,20240216,258,2025-11-18 11:50:37
9766,4,10,8,1,2,20,20240216,216,2025-11-18 11:50:37
9767,11,1,15,1,2,21,20240216,145,2025-11-18 11:50:37
9768,4,1,1,1,2,22,20240216,111,2025-11-18 11:50:37
9769,4,1,2,1,1,23,20240216,73,2025-11-18 11:50:37
9770,12,10,1,1,2,0,20240217,34,2025-11-18 11:50:37
9771,12,44,1,1,2,1,20240217,18,2025-11-18 11:50:37
9772,12,44,15,1,2,2,20240217,12,2025-11-18 11:50:37
9773,18,44,15,1,2,3,20240217,1,2025-11-18 11:50:37
9774,18,44,6,1,2,4,20240217,1,2025-11-18 11:50:37
9775,18,44,9,1,2,5,20240217,16,2025-11-18 11:50:37
9776,18,78,8,1,2,6,20240217,71,2025-11-18 11:50:37
9777,18,44,15,1,2,7,20240217,226,2025-11-18 11:50:37
9778,13,12,1,1,2,8,20240217,520,2025-11-18 11:50:37
9779,13,12,1,1,2,9,20240217,283,2025-11-18 11:50:37
9780,11,13,4,1,1,10,20240217,116,2025-11-18 11:50:37
9781,6,52,13,1,1,11,20240217,142,2025-11-18 11:50:37
9782,5,16,14,1,1,12,20240217,198,2025-11-18 11:50:37
9783,10,22,12,1,1,13,20240217,205,2025-11-18 11:50:37
9784,10,39,12,1,1,14,20240217,170,2025-11-18 11:50:37
9785,7,24,13,1,1,15,20240217,221,2025-11-18 11:50:37
9786,7,26,5,1,1,16,20240217,307,2025-11-18 11:50:37
9787,7,26,10,1,1,17,20240217,465,2025-11-18 11:50:37
9788,10,24,3,1,1,18,20240217,377,2025-11-18 11:50:37
9789,5,39,7,1,1,19,20240217,282,2025-11-18 11:50:37
9790,10,24,6,1,1,20,20240217,171,2025-11-18 11:50:37
9791,5,39,6,1,1,21,20240217,129,2025-11-18 11:50:37
9792,6,23,7,1,1,22,20240217,107,2025-11-18 11:50:37
9793,6,23,6,1,1,23,20240217,82,2025-11-18 11:50:37
9794,11,17,9,1,1,0,20240218,86,2025-11-18 11:50:37
9795,4,37,9,1,1,1,20240218,45,2025-11-18 11:50:37
9796,12,54,3,1,1,2,20240218,45,2025-11-18 11:50:37
9797,18,56,15,1,1,3,20240218,18,2025-11-18 11:50:37
9798,13,57,1,1,1,4,20240218,7,2025-11-18 11:50:37
9799,1,57,2,1,1,5,20240218,1,2025-11-18 11:50:37
9800,1,57,1,1,1,6,20240218,9,2025-11-18 11:50:37
9801,1,57,1,1,1,7,20240218,41,2025-11-18 11:50:37
9802,2,10,1,1,1,8,20240218,102,2025-11-18 11:50:37
9803,2,2,15,1,1,9,20240218,138,2025-11-18 11:50:37
9804,13,1,15,1,1,10,20240218,205,2025-11-18 11:50:37
9805,4,15,8,1,1,11,20240218,286,2025-11-18 11:50:37
9806,6,22,6,1,1,12,20240218,369,2025-11-18 11:50:37
9807,10,22,4,1,1,13,20240218,384,2025-11-18 11:50:37
9808,9,24,12,1,1,14,20240218,427,2025-11-18 11:50:37
9809,7,49,3,1,1,15,20240218,499,2025-11-18 11:50:37
9810,9,19,10,1,1,16,20240218,404,2025-11-18 11:50:37
9811,28,43,4,1,1,17,20240218,364,2025-11-18 11:50:37
9812,8,42,5,1,1,18,20240218,246,2025-11-18 11:50:37
9813,9,19,9,1,1,19,20240218,188,2025-11-18 11:50:37
9814,9,19,9,1,1,20,20240218,148,2025-11-18 11:50:37
9815,9,40,5,1,1,21,20240218,114,2025-11-18 11:50:37
9816,10,23,11,1,1,22,20240218,118,2025-11-18 11:50:37
9817,6,23,14,1,2,23,20240218,74,2025-11-18 11:50:37
9818,11,18,12,1,2,0,20240219,74,2025-11-18 11:50:37
9819,4,18,3,1,2,1,20240219,72,2025-11-18 11:50:37
9820,12,43,4,1,2,2,20240219,48,2025-11-18 11:50:37
9821,12,43,7,1,2,3,20240219,15,2025-11-18 11:50:37
9822,18,49,14,1,2,4,20240219,3,2025-11-18 11:50:37
9823,13,38,5,1,2,5,20240219,2,2025-11-18 11:50:37
9824,1,36,10,1,1,6,20240219,5,2025-11-18 11:50:37
9825,1,36,4,1,2,7,20240219,14,2025-11-18 11:50:37
9826,1,35,6,1,2,8,20240219,56,2025-11-18 11:50:37
9827,1,35,3,1,2,9,20240219,93,2025-11-18 11:50:37
9828,13,36,3,1,2,10,20240219,191,2025-11-18 11:50:37
9829,13,35,10,1,2,11,20240219,226,2025-11-18 11:50:37
9830,18,36,3,1,2,12,20240219,255,2025-11-18 11:50:37
9831,12,37,9,1,1,13,20240219,261,2025-11-18 11:50:37
9832,4,50,6,1,2,14,20240219,237,2025-11-18 11:50:37
9833,12,37,6,1,2,15,20240219,253,2025-11-18 11:50:37
9834,4,50,4,1,2,16,20240219,212,2025-11-18 11:50:37
9835,12,37,3,1,2,17,20240219,157,2025-11-18 11:50:37
9836,12,37,10,1,2,18,20240219,167,2025-11-18 11:50:37
9837,12,36,3,1,2,19,20240219,119,2025-11-18 11:50:37
9838,12,36,4,1,2,20,20240219,103,2025-11-18 11:50:37
9839,13,56,9,1,3,21,20240219,36,2025-11-18 11:50:37
9840,1,3,2,1,3,22,20240219,55,2025-11-18 11:50:37
9841,2,44,9,1,2,23,20240219,35,2025-11-18 11:50:37
9842,1,10,2,1,2,0,20240220,41,2025-11-18 11:50:37
9843,1,10,2,1,2,1,20240220,15,2025-11-18 11:50:37
9844,1,10,2,1,2,2,20240220,20,2025-11-18 11:50:37
9845,1,1,6,1,2,3,20240220,8,2025-11-18 11:50:37
9846,1,55,12,1,2,5,20240220,6,2025-11-18 11:50:37
9847,1,36,13,1,1,6,20240220,10,2025-11-18 11:50:37
9848,2,29,10,1,2,7,20240220,44,2025-11-18 11:50:37
9849,3,30,12,1,1,8,20240220,120,2025-11-18 11:50:37
9850,3,30,12,1,1,9,20240220,110,2025-11-18 11:50:37
9851,2,29,11,1,1,10,20240220,143,2025-11-18 11:50:37
9852,13,38,12,1,1,11,20240220,208,2025-11-18 11:50:37
9853,18,50,7,1,1,12,20240220,281,2025-11-18 11:50:37
9854,12,17,4,1,1,13,20240220,312,2025-11-18 11:50:37
9855,4,43,6,1,1,14,20240220,263,2025-11-18 11:50:37
9856,11,47,7,1,1,15,20240220,289,2025-11-18 11:50:37
9857,6,45,15,1,1,16,20240220,280,2025-11-18 11:50:37
9858,5,58,3,1,1,17,20240220,253,2025-11-18 11:50:37
9859,11,47,7,1,1,18,20240220,242,2025-11-18 11:50:37
9860,11,47,7,1,1,19,20240220,172,2025-11-18 11:50:37
9861,11,47,6,1,1,20,20240220,126,2025-11-18 11:50:37
9862,12,18,9,1,1,21,20240220,98,2025-11-18 11:50:37
9863,12,50,2,1,1,22,20240220,62,2025-11-18 11:50:37
9864,12,18,1,1,1,23,20240220,26,2025-11-18 11:50:37
9865,13,56,1,1,1,0,20240221,12,2025-11-18 11:50:37
9866,13,35,1,1,1,1,20240221,7,2025-11-18 11:50:37
9867,1,55,1,1,1,2,20240221,3,2025-11-18 11:50:37
9868,2,27,1,1,1,4,20240221,2,2025-11-18 11:50:37
9869,3,28,1,1,1,5,20240221,15,2025-11-18 11:50:37
9870,3,3,1,1,1,6,20240221,86,2025-11-18 11:50:37
9871,2,27,1,1,1,7,20240221,279,2025-11-18 11:50:37
9872,3,28,2,1,1,8,20240221,464,2025-11-18 11:50:37
9873,3,3,15,1,1,9,20240221,217,2025-11-18 11:50:37
9874,1,57,6,1,1,10,20240221,85,2025-11-18 11:50:37
9875,13,57,4,1,2,11,20240221,86,2025-11-18 11:50:37
9876,12,35,14,1,2,12,20240221,163,2025-11-18 11:50:37
